Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,NEG LEVEL,REASON
summer camps garden city,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,6,0.00,0.00,OK,,Appears relevant
camps for summer,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
1 week camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
kids day camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,1,1,2.79,0.00,OK,,Appears relevant
campus camps blue point,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
camp arcadia maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,3,0.00,0.00,OK,,Appears relevant for Portland market
westchester summer camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
pierce camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,2,38,7.66,0.00,OK,,Competitor matched: 'pierce'
future stars adventure camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,0,5,0.00,0.00,OK,,Brand term matched: 'future stars'
best summer camps in new york,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer lacrosse camps long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,17,0.00,0.00,OK,,Appears relevant
flint park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,3.06,0.00,OK,,Appears relevant
college football camps near me,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
basketball camp kids,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer camp for 7 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,2.40,0.00,OK,,Appears relevant
suffolk county day camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
cantiague park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,5,0.00,0.00,OK,,Appears relevant
hicksville middle school summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
pre k summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
avalon park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
camp iconic,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
soccer camp kids,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camps on long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
saint marys summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
kickboxing summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,2,2.83,0.00,OK,,Appears relevant
summer baseball programs near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,4,2.18,0.00,OK,,Appears relevant
suffolk summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
child camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
long island soccer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
hofstra basketball summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,5,0.00,0.00,OK,,Appears relevant
booster camp smithtown,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
portland rec summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
soccer camps portland,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
friends school of portland maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
tennis for 5 year olds near me,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,,Appears relevant
aaron judge baseball camp 2026,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
herricks summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
day by day summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
for kids summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
school break camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,1,2.64,0.00,OK,,Appears relevant
soccer camps near me summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,4,0.00,0.00,OK,,Appears relevant
softball camp long island,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camps elmont ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
hofstra cheer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
horizon summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
campamento de verano,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,7,0.00,0.00,OK,,Appears relevant
summer programs for teenagers,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
tennis racquet sizes for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
wild life camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
maine camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
colby college girls basketball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,1,1,2.31,0.00,OK,,Appears relevant for Portland market
basketball camp for kids,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
wayne summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
kohls football camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
college lacrosse camps near me,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
sports camp summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,1,3,2.92,0.00,OK,,Appears relevant
summer programs for teens near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
our savior basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
st francis prep summer basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
flint park camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
soccer camp for 2 year olds,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
parkour summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
camp sports,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer art camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
basketball summer camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,1,1,2.75,0.00,OK,,Appears relevant
elwood athletic camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
destination science summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer programs for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,7,18,19.33,0.00,OK,,Appears relevant
basketball ball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
what is size 4 soccer ball,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
summer camp 4 year old,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
yale bulldog swim camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
youth soccer camps summer 2026,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer camps southern maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
moussa tennis,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
popular summer camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
baseball summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,6,0.00,0.00,OK,,Appears relevant
hofstra soccer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,8,0.00,0.00,OK,,Appears relevant
pga junior camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
soccer in the park,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,7,0.00,0.00,OK,,Appears relevant
long island summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,22,0.00,0.00,OK,,Appears relevant
camp osprey freeport maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
nike sports camp volleyball,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
tennis racquet sizes by age,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer camp programs near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
dance camp summer 2026,CM - Nonbranded - Other Geos (MxConv),Dance Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
lacrosse camps near me,CM - Nonbranded - Other Geos (MxConv),Lacrosse Camps,Exact match,Added,0,2,0.00,0.00,OK,,Appears relevant
future stars camp counselor,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,0,2,0.00,0.00,OK,,Brand term matched: 'future stars'
soccer summer camp 4 year old,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,5,0.00,0.00,OK,,Appears relevant
summer baseball camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,15,3.31,0.00,OK,,Appears relevant
summer football camps 2026 near me,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
full day summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,2,4,5.32,0.00,OK,,Appears relevant
volleyball camps,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match (close variant),Added,0,1,0.00,0.00,OK,,Appears relevant
summer camp wantagh ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
soccer summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camps near me for 8 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
three village soccer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
local summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
elwood summer camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
une basketball camp 2026,CM - pMax - Portland (MxConv),--,Performance Max,None,0,3,0.00,0.00,OK,,Appears relevant for Portland market
is size 5 standard soccer ball,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
mineola summer camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
football camps,CM - Nonbranded - Other Geos (MxConv),Football Camps,Exact match,Added,0,1,0.00,0.00,OK,,Appears relevant
driftwood camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,1,17,4.57,0.00,OK,,Competitor matched: 'driftwood'
long island day camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
herricks summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,2.57,0.00,OK,,Appears relevant
peconic bay camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
art camp westchester,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
hastings on hudson camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
kid strong camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
week camps for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
soccer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
tapawingo camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
harbor island camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
bam summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
brunswick camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
hofstra football camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
theatre camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
sunnyside day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer camps for teenagers near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
softball camp long island,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match (close variant),None,1,1,2.63,0.00,OK,,Appears relevant
camp crestwood long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer camps for 2nd graders near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
merrick summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
summer camp scarborough maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,5,0.00,0.00,OK,,Appears relevant for Portland market
summer camps for rising kindergarten,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
ymca camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
softball clubs near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
basketball camps for kids,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Exact match,Added,0,1,0.00,0.00,OK,,Appears relevant
endless adventures summer camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,,Appears relevant
baseball camp westchester ny,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
future stars tennis camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,2,2.42,0.00,OK,,Brand term matched: 'future stars'
american university basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
basketball camp long island,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,4,10,11.10,0.00,OK,,Appears relevant
stonybrook summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
summer camp deer park ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
henry kaufmann camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
game 7 basketball camp rvc,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
hidden pond park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
y day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
project play huntington ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camps near west hempstead ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,2.72,0.00,OK,,Appears relevant
city of white plains summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
mercer basketball camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
indoor basketball camp near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
long island summer programs,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
camps r us long island,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,1,0.00,0.00,OK,,Competitor matched: 'camps r us'
summer camp for 2nd graders,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
x10 lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
volleyball youth near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
lifetime kids summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
arts camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
capital summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,,Appears relevant
valhalla summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camp for girls,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
science camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,7,0.00,0.00,OK,,Appears relevant
summer day camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
hoop challenge basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
kidstrong day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
cheerleading camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,3,2.84,0.00,OK,,Appears relevant
camp for girls,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
shine bright summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
theater camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
sport summer camps near me,CM - pMax - Portland (MxConv),--,Performance Max,None,1,1,1.37,0.00,OK,,Appears relevant for Portland market
basketball specific exercises,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
maine basketball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
indoor pitching practice,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
oasis summer camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),Added,0,1,0.00,0.00,OK,,Competitor matched: 'oasis'
high school camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant
science summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
soccer summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,1,7,2.76,0.00,OK,,Appears relevant
liu football camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,7,0.00,0.00,OK,,Appears relevant
roslyn summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,7,0.00,0.00,OK,,Appears relevant
special education summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,2.75,0.00,OK,,Appears relevant
summer dance camps on long island,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Exact match (close variant),None,2,1,3.77,0.00,OK,,Appears relevant
summer programs for 3 5 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
paramount lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,1,4,2.77,0.00,OK,,Appears relevant
flag football camps near me,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
multisport camp near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
day camps for teens,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,1,1,2.70,0.00,OK,,Appears relevant
summer sports for kids,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
campfire institute,CM - pMax - Portland (MxConv),--,Performance Max,None,0,4,0.00,0.00,OK,,Appears relevant for Portland market
horse camps for kids near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
local summer camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
ideal summer camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camps this week,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
future stars basketball camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,3,8,4.23,0.00,OK,,Brand term matched: 'future stars'
future stars cheerleading camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,4,0.01,0.44,OK,,Brand term matched: 'future stars'
day camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),Added,0,2,0.00,0.00,OK,,Appears relevant
st mary's manhasset summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer sports camps for kids,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
shine bright camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer football camps near me,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Exact match (close variant),None,1,1,2.74,0.00,OK,,Appears relevant
rye art center summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camp 5th grade,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
volleyball girls near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,2,8,5.33,0.00,OK,,Appears relevant
summer camps suffolk county,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,9,2.57,0.00,OK,,Appears relevant
