Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,NEG LEVEL,REASON
south pacific coast costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costco all inclusive costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
where should i go in costa rica for the first time,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
my tan feet costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
westin playa conchal guanacaste costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica bachelor party,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica for first timers,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica family travel,Search - Resor,Family Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive family resort costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
atv rentals in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
trip to costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
pacifico travel costa rica,Search - Resor,Travel Packages,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive resort jaco costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
vacation in costa rica safe,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
donde ir en costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
trips to costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
afa costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,12,101,34.87,0.24,OK,,Has converted - protected from negation
best vacation packages to costa rica,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,1,1,5.86,0.00,OK,,Appears relevant - luxury package buyer intent
india to costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
groupon costa rica,Search - Resor,Vacation Packages,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica drivers,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
priceline costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica family vacation all inclusive,Search - Resor,Family Packages,Exact match (close variant),None,1,2,1.26,0.00,OK,,Appears relevant - luxury package buyer intent
should i go to costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica winter,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
syracuse to costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive adults only,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica in october,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica with kids,Search - Resor,Family Packages,Exact match,Added,0,8,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica monkey tours,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
santa teresa to la fortuna,Search - Resor,Travel Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
rythmia costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
what's there to do in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
amor arenal costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
thermal resort costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
san jose to monteverde costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
the spring resort and spa costa rica,Search - Resor,Luxury Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica tour packages,Search - Resor,Trip planner,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive hilton in costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
solo travel in costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive trips to costa rica,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best costa rica tours packages all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,3,4,12.23,0.00,OK,,Appears relevant - luxury package buyer intent
san francisco to costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
trip to costa rica,Search - Resor,Travel Packages,Exact match,Added,4,29,14.11,0.00,OK,,Appears relevant - luxury package buyer intent
driver in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica san jose tours,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
amor arenal resort,Search - Resor,Honeymoon & Romance,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica in december,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rican tours,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best month to visit costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best place to go to costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
new years costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica trip plan,Search - Resor,Trip planner,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica beach vacation,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best costa rica tours packages,Search - Resor,Travel Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
que se puede hacer en costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
surf camps costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
round trip to costa rica,Search - Resor,Travel Packages,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best place to go in costa rica with kids,Search - Resor,Family Packages,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica luxury tour packages,Search - Resor,Luxury Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
margaritaville beach resort costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tours from guanacaste costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best adult all inclusive costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best way to do costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
groupon costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,1,1,1.67,0.00,OK,,Appears relevant - luxury package buyer intent
dream resort costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica explorations,Search - Resor,Trip & Vacation,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
trafalgar costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
aye tours travel costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive,Search - Resor,Vacation Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Has converted - protected from negation
costa rica all inclusive adults only,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,1,5,2.88,0.00,OK,,Appears relevant - luxury package buyer intent
parque selvatura monteverde,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
destination wedding costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,1,1,2.86,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica wedding packages all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,1,1,5.43,0.00,OK,,Appears relevant - luxury package buyer intent
ziplining in costa rica monteverde,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tamarindo diria beach resort all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
pros and cons of visiting costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
vacation packages to costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
5 day costa rica vacation package,Search - Resor,Vacation Packages,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive resort costa rica,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,1,3,1.42,0.00,OK,,Appears relevant - luxury package buyer intent
costco costa rica packages,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
india to costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tours and transfers costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive trip,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best locations to stay in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
cr connections costa rica transfers tours and lodging,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
yoga retreats in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
jurassic canyon costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tortuga island costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
summer camp in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica honeymoon all inclusive,Search - Resor,Honeymoon & Romance,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best costa rica tours packages,Search - Resor,Travel Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica in october,Search - Resor,Travel Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tours a costa rica,Search - Resor,Trip & Vacation,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
dmc in costa rica,Search - Resor,Travel Agent & Agency,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
triodeturismo,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica family packages,Search - Resor,Family Packages,Exact match,Added,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best areas to stay in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica travel costco,Search - Resor,Travel Packages,Phrase match,None,1,1,2.23,0.00,OK,,Appears relevant - luxury package buyer intent
resort in costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
guias turisticos costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive vacation costa rica,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
what to visit in costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacations all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
trip to costa rica with kids,Search - Resor,Family Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacations,Search - Resor,Trip & Vacation,Exact match (close variant),Added,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
pacific trade winds tours,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best costa rica tours packages,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive vacation,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
peninsula papagayo costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
where should i stay in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacation in december,Search - Resor,Trip & Vacation,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica pickleball vacation,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica travel agency,Search - Resor,Travel Agency,Exact match,Added,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacations for couples,Search - Resor,Honeymoon & Romance,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best way to see costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
safest place to travel in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica honeymoon packages,Search - Resor,Honeymoon & Romance,Exact match,Added,1,4,3.34,0.00,OK,,Appears relevant - luxury package buyer intent
best costa rica all inclusive vacation packages,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,1,2,1.05,0.00,OK,,Appears relevant - luxury package buyer intent
vacations to costa rica,Search - Resor,Vacation Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costco costa rica packages,Search - Resor,Vacation Packages,Phrase match (close variant),None,1,1,1.78,0.00,OK,,Appears relevant - luxury package buyer intent
trips to costa rica 2027,Search - Resor,Vacation Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive in costa rica,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,2,7,9.78,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica women's retreat,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
westin conchal costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica beach vacation packages,Search - Resor,Vacation Packages,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
new years in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tour costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
travel excellence costa rica,Search - Resor,Travel Packages,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
occidental papagayo costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
family vacation packages to costa rica,Search - Resor,Family Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive wedding,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,1,1,2.67,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica surf,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive vacations,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
occidental papagayo culebra bay costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
w costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica packages all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica round trip,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica traveling,Search - Resor,Travel Packages,Exact match (close variant),None,1,1,5.84,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica retreats for women,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica hoteles,Search - Resor,Travel Packages,Phrase match (close variant),None,1,1,2.65,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive kid friendly costa rica,Search - Resor,Family Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
women's retreat costa rica 2026,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
jaco tamarindo,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
arenal tours costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive family,Search - Resor,Family Packages,Phrase match (close variant),None,1,1,2.15,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,2,13,3.22,0.24,OK,,Has converted - protected from negation
accommodations in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tpv tours costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica dmc,Search - Resor,Travel Agent & Agency,Exact match,Added,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica tours,Search - Resor,Trip & Vacation,Exact match (close variant),Added,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
short term rentals in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
zoos in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive costa rica for families,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
inside tours cr,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica retirement tours,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
kosher jaco costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,1,1,3.17,0.47,OK,,Has converted - protected from negation
ont to costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,1,1,1.44,0.00,OK,,Appears relevant - luxury package buyer intent
trips to costa rica,Search - Resor,Vacation Packages,Exact match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
frank the tank tours costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive resort costa rica adults only,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica the westin reserva conchal package,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacations with kids,Search - Resor,Family Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
the westin reserva conchal costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
where can you see sloths in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica retirement tours,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
valle dorado tours costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica adventure packages,Search - Resor,Trip planner,Exact match (close variant),None,2,2,18.72,0.00,OK,,Appears relevant - luxury package buyer intent
monkey tours costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
solo travel costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,1,1,6.10,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica honeymoon package,Search - Resor,Honeymoon & Romance,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacation packages all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
solo travel to costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,1,2,1.98,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacation all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
the springs resort and spa costa rica,Search - Resor,Luxury Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
honeymoon beach costa rica,Search - Resor,Honeymoon & Romance,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica tours,Search - Resor,Trip planner,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
sfo to costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica women's retreat,Search - Resor,Trip & Vacation,Phrase match (close variant),None,1,1,6.27,0.00,OK,,Appears relevant - luxury package buyer intent
waldorf astoria costa rica punta cacique prices,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
hiking in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,1,2,0.86,0.00,OK,,Appears relevant - luxury package buyer intent
tour to costa rica,Search - Resor,Trip planner,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive golf resort costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacations for families,Search - Resor,Family Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive in costa rica for families,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costco costa rica trip,Search - Resor,Trip planner,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica travel packages,Search - Resor,Trip planner,Exact match,Added,0,9,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
phl to san jose costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica honeymoon all inclusive,Search - Resor,Honeymoon & Romance,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacation packages,Search - Resor,Trip planner,Exact match,Added,0,8,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica best trip,Search - Resor,Trip planner,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
women's retreat costa rica 2026,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive,Search - Resor,Vacation Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Has converted - protected from negation
