Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,NEG LEVEL,REASON
football camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Exact match (close variant),Added,0,3,0.00,0.00,OK,,Appears relevant
summer camp nassau county ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
maine summer soccer camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
ll bean camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
future stars basketball camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,1,0.10,0.00,OK,,Brand term matched: 'future stars'
hofstra baseball camp,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camp long island,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,,Appears relevant
summer baseball camps,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Exact match (close variant),Added,0,1,0.00,0.00,OK,,Appears relevant
maine juniors volleyball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer daycare for 5 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
basketball camp for 7 year olds,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
nassau county summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
future stars summer camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),Added,12,15,14.46,0.50,OK,,Brand term matched: 'future stars'
shibley day camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,12,0.00,0.00,OK,,Competitor matched: 'shibley'
suffolk county summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
basketball summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),Added,2,2,3.46,0.00,OK,,Appears relevant
teen day camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
youth summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
kings park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
camp sebago maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
sound lacrosse camp,CM - Nonbranded - Other Geos (MxConv),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer programs for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),Added,0,3,0.00,0.00,OK,,Appears relevant
westchester day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
bethpage summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
ninja camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
tennis summer camp 2026 near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
dance camps near me,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
three village summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
soccer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),Added,0,1,0.00,0.00,OK,,Appears relevant
hofstra camps,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,2,4,8.28,0.00,OK,,Competitor matched: 'hofstra'
une basketball camp 2026,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer camp wantagh ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
tennis innovators summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
basketball camps,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),Added,0,1,0.00,0.00,OK,,Appears relevant
summer select soccer,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
camp for 4 year old near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
art camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
girls basketball camps near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,1,1,1.48,0.00,OK,,Appears relevant
kid strong day camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
sjb sports camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
soccer camps on long island,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
newburgh summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
soccer camps on long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
soccer camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,1.74,0.00,OK,,Appears relevant
soccer camps summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
baseball camps,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
luhi summer programs,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,0,1,0.00,0.00,OK,,Competitor matched: 'luhi'
basketball camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
nassau county camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
1 summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
pierce summer camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,2,5,8.24,0.00,OK,,Competitor matched: 'pierce'
town of mamaroneck recreation department summer camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
swimming camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer dance camps near me,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Exact match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant
camp laughing loon,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
pierce camp long island,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,1,3,4.12,0.00,OK,,Competitor matched: 'pierce'
7 week summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
sport camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
science camps long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
future stars,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match,Added,14,27,10.88,0.00,OK,,Brand term matched: 'future stars'
shibley summer camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,1,0.00,0.00,OK,,Competitor matched: 'shibley'
shibley day camp roslyn,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,0,2,0.00,0.00,OK,,Competitor matched: 'shibley'
basketball camp near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),Added,0,1,0.00,0.00,OK,,Appears relevant
usm volleyball camp 2026,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer camps maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
chapel school summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
summer camp nassau county,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
basketball camps near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match,Added,2,3,2.94,0.00,OK,,Appears relevant
beginners volleyball camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,1,3,1.38,0.00,OK,,Appears relevant
basketball camp nassau county,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,1,3,3.89,0.00,OK,,Appears relevant
pierce day camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,9,0.00,0.00,OK,,Competitor matched: 'pierce'
drop in summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,,Appears relevant
kidstrong summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
st mary's summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
baseball camps summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
woodbury camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
top gun lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,1,2,3.47,0.00,OK,,Appears relevant
icamp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
family summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
nassau county summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
saugerties tennis camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
camp kenwal melville,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
x10 lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
kidstrong day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
kid summer programs near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
future stars swim camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,1,0.01,0.00,OK,,Brand term matched: 'future stars'
oasis camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,3,0.00,0.00,OK,,Competitor matched: 'oasis'
woodbury camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,0,7,0.00,0.00,OK,,Competitor matched: 'woodbury'
spire basketball camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
youth baseball camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
volleyball camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match,Added,0,4,0.00,0.00,OK,,Appears relevant
sports camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match,Added,0,2,0.00,0.00,OK,,Appears relevant
bethpage summer camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
future stars tennis camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,1,0.54,0.00,OK,,Brand term matched: 'future stars'
basketball camp long island,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
track camp long island,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camp great neck,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
weekly camps for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
flag football camp summer 2026,CM - Nonbranded - Other Geos (MxConv),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
westchester day camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,,Appears relevant
one river summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
volleyball camps summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
patriot pride sports camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
head first softball camp,CM - Nonbranded - Other Geos (MxConv),Softball Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),Added,0,6,0.00,0.00,OK,,Appears relevant
top golf summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
camp at the y,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
soccer camps long island,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
future stars diving camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,6,1.77,0.00,OK,,Brand term matched: 'future stars'
lacrosse camp near me,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),Added,0,1,0.00,0.00,OK,,Appears relevant
summer camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),Added,0,2,0.00,0.00,OK,,Appears relevant
summer camps for 5 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp tutoring,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camps around me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
driftwood summer camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,0,1,0.00,0.00,OK,,Competitor matched: 'driftwood'
camps r us,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,8,0.00,0.00,OK,,Competitor matched: 'camps r us'
horse riding camps for kids,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
gymnastics camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer theater camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
westbury summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
nfl youth football camps 2026,CM - Nonbranded - Other Geos (MxConv),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
rafa tennis camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
best size tennis racket for 6 year old,CM - pMax - Portland (MxConv),--,Performance Max,None,1,2,0.49,0.00,OK,,Appears relevant for Portland market
summer camp for 13 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
future stars summer camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,Added,1,1,0.70,0.00,OK,,Brand term matched: 'future stars'
sports camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),Added,0,3,0.00,0.00,OK,,Appears relevant
summer programs for 6th graders near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
lavner education summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
camp bright star,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
kids summer camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
horse back riding camp near me,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
future stars camps,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,2,2,3.99,0.00,OK,,Brand term matched: 'future stars'
camps r us near me,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,0,1,0.00,0.00,OK,,Competitor matched: 'camps r us'
baseball day camps,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
predators lacrosse camp,CM - Nonbranded - Other Geos (MxConv),Lacrosse Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
purchase summer camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,,Appears relevant
dobbs ferry camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
frost valley camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
poko maccready camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
hofstra day camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,0,2,0.00,0.00,OK,,Competitor matched: 'hofstra'
performing arts camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
charlie camp football,CM - Nonbranded - Other Geos (MxConv),Football Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
ramapo day camp prices,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
day summer camps for kids near me,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,,Appears relevant
tia new rochelle tennis,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
basketball camp near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),Added,1,7,1.66,0.00,OK,,Appears relevant
people's day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camp soccer,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,8,0.00,0.00,OK,,Appears relevant
lacrosse camps,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Exact match (close variant),None,1,3,1.44,0.00,OK,,Appears relevant
summer camps southern maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
lego summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
future stars adventure camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,1,3,2.12,0.00,OK,,Brand term matched: 'future stars'
westchester summer camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,,Appears relevant
pierce camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,1,17,4.13,0.00,OK,,Competitor matched: 'pierce'
commack school district summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
future stars lacrosse camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,2,0.98,0.00,OK,,Brand term matched: 'future stars'
basketball camps westchester,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
sua sponte lacrosse,CM - pMax - Portland (MxConv),--,Performance Max,None,1,1,2.63,0.00,OK,,Appears relevant for Portland market
summer soccer camps near me for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
13 year old summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,1.76,0.00,OK,,Appears relevant
hauppauge basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,1,2,1.64,0.00,OK,,Appears relevant
westbury camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
basketball camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Exact match,Added,0,4,0.00,0.00,OK,,Appears relevant
westchester summer camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,5,0.00,0.00,OK,,Appears relevant
summer camp riverhead ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,1.97,0.00,OK,,Appears relevant
kids summer tennis,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer camp for kids age 3,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),Added,0,4,0.00,0.00,OK,,Appears relevant
summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match,Added,0,10,0.00,0.00,OK,,Appears relevant
jmta summer camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
soccer in the park,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
hofstra soccer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,1,2,1.31,0.00,OK,,Appears relevant
long island summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant
prime time lacrosse camp,CM - Nonbranded - Other Geos (MxConv),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
kidstrong summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
indoor sports camp near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,1,3,3.56,0.00,OK,,Appears relevant
summer camps 2025,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
day camp in the park,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
hofstra softball camp,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
luhi summer camps,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,2,0.00,0.00,OK,,Competitor matched: 'luhi'
pierce summer camp roslyn,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,0,1,0.00,0.00,OK,,Competitor matched: 'pierce'
basketball camp long island,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
track and field for 5 year olds near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
gloria dei summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer basketball camps near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),Added,1,1,1.59,0.00,OK,,Appears relevant
stepinac basketball camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
camps in freeport ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
garvies point camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
